//gen_int1
365.673,	 -11.6132,	 1000.87,  	 365.673,	 -10.7132,	 1000.87,	 -0.100006,	 9,		 8,		 "FDCHICK",	 
363.113,	 -74.8787,	 1000.55,  	 363.413,	 -74.5787,	 1000.55,	 -45.3,		 10,	 9,		 "FDBURG",	 
372.352,	 -133.551,	 1000.45,  	 372.352,	 -131.651,	 1000.45,	 -0.100006,	 5,		 9,		 "FDPIZA",	 
377.099,	 -193.14,	 999.644,  	 377.099,	 -192.44,	 999.644,	 -0.100006,	 17,	 0,		 "FDDONUT",	 
452.89,		 -18.1797,	 1000.18,  	 452.49,	 -18.1797,	 1000.18,	 90,		 1,		 2,		 "FDREST1",	 
493.391,	 -24.9228,	 999.687,  	 493.391,	 -22.7228,	 999.687,	 0,			 17,	 1,		 "BAR1",	 
418.653,	 -84.1398,	 1000.96,  	 418.653,	 -82.6398,	 1000.96,	 0,			 3,		 8,		 "BARBER2",	 
412.022,	 -54.5499,	 1000.96,  	 412.022,	 -52.6499,	 1000.96,	 0,			 12,	 8,		 "BARBER3",	 
441.982,	 -49.9199,	 998.689,  	 441.982,	 -52.2199,	 998.689,	 180,		 6,		 35,	 "REST2",	 
501.981,	 -67.7502,	 997.835,  	 501.981,	 -69.1502,	 997.835,	 180,		 11,	 1,		 "BAR2",	 
161.391,	 -96.6856,	 1000.81,  	 161.391,	 -95.2856,	 1000.81,	 0,			 18,	 8,		 "CLOTHGP",	 
204.333,	 -168.695,	 999.579,  	 204.333,	 -166.695,	 999.579,	 0,			 14,	 8,		 "CSEXL",	 
285.801,	 -85.4476,	 1000.54,  	 285.801,	 -84.5476,	 1000.54,	 -0.100006,	 4,		 9,		 "AMMUN2",	 
296.92,		 -111.972,	 1000.57,  	 296.92,	 -111.072,	 1000.57,	 -0.100006,	 6,		 9,		 "AMMUN3",	 
315.821,	 -143.332,	 998.662,  	 315.821,	 -142.432,	 998.662,	 -0.100006,	 7,		 9,		 "AMMUN4",	 
316.525,	 -169.607,	 998.662,  	 316.525,	 -168.707,	 998.662,	 -0.100006,	 6,		 9,		 "AMMUN5",	 
460.1,		 -88.4285,	 998.622,  	 460.1,		 -88.4285,	 998.622,	 90,		 4,		 3,		 "DINER1",	 
459.351,	 -111.005,	 998.718,  	 459.351,	 -110.105,	 998.718,	 0,			 5,		 3,		 "DINER2",	 
227.294,	 -7.43153,	 1001.26,  	 226.294,	 -7.43153,	 1001.26,	 90,		 5,		 9,		 "CSDESGN",	 
254.137,	 -41.5322,	 1001.07,  	 255.137,	 -41.5322,	 1001.07,	 -90,		 14,	 0,		 "CHANGER",	 
//gen_intb
-72.15,		 780.976,	 1122.32,  	 -72.15,	 786.476,	 1122.32,	 0,			 7,		 3,		 "OFTEST",	 
-131.446,	 787.523,	 1122.33,  	 -131.446,	 793.023,	 1122.33,	 0,			 3,		 3,		 "S1TEST",	 
318.565,	 1115.21,	 1082.98,  	 318.565,	 1118.21,	 1082.98,	 0,			 5,		 1,		 "LACRAK",	 
744.527,	 1431.31,	 1101.74,  	 744.543,	 1437.67,	 1101.74,	 -0.834778,	 6,		 0,		 "BROTHEL",	 
2468.29,	 -1698.1,	 1012.51,  	 2464.11,	 -1698.66,	 1012.51,	 91.8502,	 2,		 0,		 "RYDERS",	 
22.7783,	 1403.46,	 1083.45,  	 22.7783,	 1404.96,	 1083.45,	 0,			 5,		 4096,	 "VGHSM2",	 
24.1327,	 1340.15,	 1083.45,  	 27.1327,	 1341.15,	 1083.45,	 -43,		 10,	 0,		 "VGHSM3",	 
87.9854,	 1366.21,	 1082.96,  	 88.0854,	 1368.61,	 1082.96,	 0,			 6,		 0,		 "SFHSB2",	 
82.9451,	 1322.44,	 1082.89,  	 83.3451,	 1324.44,	 1082.89,	 -40,		 9,		 0,		 "SFHSB3",	 
-68.6941,	 1351.97,	 1079.28,  	 -68.2941,	 1353.47,	 1079.28,	 0,			 6,		 0,		 "SFHSS2",	 
-42.582,	 1405.61,	 1083.45,  	 -42.582,	 1408.11,	 1083.45,	 0,			 8,		 0,		 "SFHSS1",	 
140.178,	 1366.58,	 1082.97,  	 140.278,	 1368.98,	 1082.97,	 0,			 5,		 0,		 "SFHSB1",	 
-283.549,	 1470.98,	 1083.45,  	 -285.549,	 1470.98,	 1083.45,	 90,		 15,	 0,		 "SFHSM1",	 
-260.602,	 1456.62,	 1083.45,  	 -262.602,	 1456.62,	 1083.45,	 90,		 4,		 0,		 "SFHSM2",	 
//int_cont
681.475,	 -449.151,	 -26.6168, 	 681.475,	 -451.151,	 -26.6168,	 180,		 1,		 0,		 "TSDINER",	 
//int_SF
-2029.72,	 -120.926,	 34.1691,  	 -2029.72,	 -122.406,	 34.1691,	 180,		 0,		 4,		 "DRIVES",	 
-2029.72,	 -119.548,	 1034.17,  	 -2029.72,	 -118.068,	 1034.17,	 0,			 3,		 0,		 "DRIVES",	 
-2242.01,	 128.521,	 34.4174,  	 -2243.31,	 128.521,	 34.4174,	 90,		 0,		 4,		 "RCPLAY",	 
-2241.07,	 128.521,	 1034.42,  	 -2239.57,	 130.021,	 1034.42,	 325,		 6,		 0,		 "RCPLAY",	 
-2026.92,	 -103.483,	 1034.27,  	 -2027.92,	 -105.183,	 1034.27,	 125,		 3,		 0,		 "DRIVES2",	 
-2026.92,	 -101.459,	 34.259,   	 -2026.92,	 -99.9395,	 34.259,	 0,			 0,		 4,		 "DRIVES2",	 
-2661.35,	 1424.39,	 23.0043,  	 -2661.85,	 1426.39,	 23.0043,	 15,		 0,		 4,		 "PDOMES",	 
-2637.45,	 1402.24,	 905.458,  	 -2637.45,	 1404.63,	 905.458,	 0,			 3,		 0,		 "PDOMES2",	 
-2625.33,	 1412.62,	 6.13148,  	 -2625.33,	 1411.01,	 6.13154,	 180,		 0,		 4,		 "PDOMES2",	 
-2661.01,	 1417.74,	 921.306,  	 -2661.01,	 1415.74,	 922.306,	 180,		 3,		 0,		 "PDOMES",	 
-2158.72,	 643.288,	 1051.37,  	 -2158.72,	 641.288,	 1051.37,	 4499.81,	 1,		 0,		 "WUZIBET",	 
